Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Debtor,Admission_grade,Application_mode,Displaced,Previous_qualification_grade,Status
0,0.0,0,0.0,No,Yes,26,Yes,100.0,Over 23 years old,Yes,133.1,Dropout
6,14.142857142857142,6,13.166666666666666,Yes,Yes,18,No,113.5,1st phase - general contingent,Yes,117.0,Graduate
2,12.5,4,12.5,Yes,No,29,Yes,132.1,1st phase - general contingent,Yes,150.0,Dropout
6,13.0,6,13.375,No,No,20,No,160.0,Technological specialization diploma holders,Yes,160.0,Graduate
6,12.666666666666666,6,13.166666666666666,Yes,No,19,No,126.3,1st phase - general contingent,Yes,128.0,Graduate
2,13.5,4,13.4,Yes,No,23,No,160.0,Technological specialization diploma holders,Yes,160.0,Enrolled
3,11.666666666666666,3,13.0,Yes,No,25,No,100.0,Change of course,No,126.0,Enrolled
7,13.154285714285717,7,13.154285714285717,Yes,No,18,No,125.8,3rd phase - general contingent,Yes,135.0,Graduate
6,12.833333333333334,6,12.833333333333334,Yes,Yes,19,No,142.2,1st phase - general contingent,Yes,139.0,Graduate
7,13.142857142857142,7,12.142857142857142,Yes,No,18,No,119.4,2nd phase - general contingent,Yes,125.0,Graduate
6,12.385714285714286,5,13.34,Yes,Yes,19,No,106.4,1st phase - general contingent,Yes,106.0,Enrolled
4,13.75,4,13.0,Yes,No,36,No,120.0,Holders of other higher courses,No,120.0,Dropout
3,11.666666666666666,3,12.0,Yes,Yes,20,No,150.0,Technological specialization diploma holders,No,150.0,Enrolled
0,0.0,0,0.0,Yes,No,20,No,148.6,2nd phase - general contingent,Yes,130.0,Dropout
0,0.0,5,11.0,Yes,No,18,No,108.7,1st phase - general contingent,Yes,116.0,Dropout
6,11.333333333333334,5,11.5,Yes,No,19,No,130.0,Technological specialization diploma holders,No,130.0,Enrolled
2,12.5,3,13.333333333333334,No,No,20,Yes,124.6,2nd phase - general contingent,Yes,140.0,Dropout
8,13.472,7,14.594444444444443,Yes,No,18,No,131.0,1st phase - general contingent,Yes,134.0,Graduate
3,10.666666666666666,4,11.0,Yes,No,20,Yes,130.0,Technological specialization diploma holders,Yes,130.0,Dropout
0,0.0,0,0.0,No,No,24,Yes,116.1,3rd phase - general contingent,Yes,122.0,Dropout
0,0.0,0,0.0,Yes,No,19,No,125.6,2nd phase - general contingent,Yes,128.0,Dropout
2,12.0,1,12.0,Yes,No,18,No,121.3,2nd phase - general contingent,Yes,130.0,Dropout
5,13.2,5,14.0,Yes,No,18,No,107.4,1st phase - general contingent,Yes,113.0,Graduate
5,11.8,6,13.571428571428571,Yes,No,18,No,116.9,1st phase - general contingent,No,126.0,Graduate
0,0.0,0,0.0,Yes,No,22,No,123.5,Change of course,Yes,135.0,Dropout
6,13.857142857142858,6,14.25,Yes,No,19,No,130.5,1st phase - general contingent,No,141.0,Graduate
0,0.0,0,0.0,No,No,32,Yes,140.0,Over 23 years old,Yes,133.1,Dropout
0,0.0,0,0.0,Yes,Yes,21,No,117.1,2nd phase - general contingent,Yes,133.1,Dropout
7,13.542857142857144,7,13.542857142857144,Yes,Yes,19,No,127.5,3rd phase - general contingent,Yes,144.0,Graduate
7,11.714285714285714,9,13.11111111111111,Yes,Yes,39,No,126.0,Change of course,No,140.0,Graduate
7,12.142857142857142,9,12.666666666666666,Yes,No,30,No,113.0,Change of course,Yes,100.0,Graduate
2,10.0,4,10.75,Yes,No,18,No,130.1,1st phase - general contingent,Yes,135.0,Dropout
2,10.0,4,10.75,Yes,No,38,No,110.0,Change of course,Yes,130.0,Dropout
6,13.333333333333334,6,13.666666666666666,Yes,No,20,No,135.8,1st phase - general contingent,Yes,147.0,Graduate
6,12.833333333333334,6,13.833333333333334,Yes,No,55,No,126.3,Over 23 years old,No,149.0,Graduate
16,13.0,17,13.176470588235292,Yes,No,53,No,130.0,"Ordinance No. 533-A/99, item b3 (Other Institution)",No,130.0,Dropout
5,12.6,4,12.75,Yes,No,54,No,104.0,Over 23 years old,No,120.0,Dropout
5,12.86,5,12.86,Yes,Yes,18,No,123.6,Change of course,Yes,125.0,Enrolled
4,12.0,4,12.0,No,No,44,Yes,121.0,Over 23 years old,No,133.1,Dropout
9,12.555555555555555,9,11.666666666666666,Yes,No,28,No,130.5,Change of course,Yes,149.0,Graduate
11,16.90909090909091,14,16.5,Yes,No,37,No,180.0,Holders of other higher courses,No,180.0,Graduate
7,11.77777777777778,9,12.333333333333334,Yes,No,20,No,112.5,Change of course,Yes,110.0,Graduate
7,12.820000000000002,7,12.59125,Yes,No,18,No,126.1,1st phase - general contingent,Yes,131.0,Enrolled
3,11.0,4,11.5,Yes,No,19,No,111.8,1st phase - general contingent,Yes,117.0,Dropout
13,12.923076923076923,18,11.894736842105264,Yes,Yes,23,No,131.4,2nd phase - general contingent,Yes,120.0,Graduate
0,0.0,0,0.0,Yes,No,22,No,144.3,2nd phase - general contingent,No,160.0,Dropout
0,0.0,0,0.0,No,No,24,No,115.0,Over 23 years old,No,100.0,Dropout
2,11.5,5,13.0,Yes,No,22,No,120.0,Technological specialization diploma holders,Yes,140.0,Enrolled
0,0.0,0,0.0,Yes,No,26,No,168.6,Over 23 years old,No,160.0,Dropout
6,14.833333333333334,6,15.166666666666666,Yes,No,18,No,127.7,2nd phase - general contingent,Yes,141.0,Graduate
2,13.5,4,11.75,Yes,No,24,No,150.0,Technological specialization diploma holders,No,130.0,Dropout
1,15.0,0,0.0,Yes,No,18,No,129.8,1st phase - general contingent,Yes,142.0,Enrolled
0,0.0,0,0.0,Yes,No,26,No,135.6,1st phase - general contingent,Yes,130.0,Dropout
3,14.75,3,11.333333333333334,Yes,No,27,No,100.0,Over 23 years old,No,133.1,Dropout
5,13.2,5,12.6,Yes,Yes,20,No,140.0,Technological specialization diploma holders,Yes,140.0,Graduate
1,14.0,0,0.0,Yes,No,19,No,124.1,1st phase - general contingent,Yes,129.0,Dropout
4,15.5,6,15.5,Yes,Yes,18,No,131.6,1st phase - general contingent,No,148.0,Dropout
7,12.365714285714288,7,12.365714285714288,Yes,No,18,No,129.0,1st phase - general contingent,Yes,143.0,Graduate
5,13.25,5,13.2,Yes,No,19,No,135.7,2nd phase - general contingent,Yes,128.0,Enrolled
7,11.857142857142858,7,11.428571428571429,Yes,No,34,No,108.0,Change of course,Yes,100.0,Enrolled
0,0.0,0,0.0,Yes,No,19,No,110.8,1st phase - general contingent,Yes,116.0,Dropout
6,12.333333333333334,4,14.0,Yes,Yes,19,No,124.5,1st phase - general contingent,No,128.0,Graduate
5,11.8,3,12.0,Yes,No,30,No,100.0,Over 23 years old,No,120.0,Dropout
3,12.0,0,0.0,No,No,22,No,123.8,Change of course,No,121.0,Dropout
3,11.333333333333334,4,10.0,No,No,19,No,131.4,2nd phase - general contingent,No,137.0,Dropout
1,10.0,1,10.0,Yes,No,21,No,118.5,1st phase - general contingent,No,115.0,Dropout
0,0.0,0,0.0,No,No,22,No,122.0,1st phase - general contingent,Yes,129.0,Dropout
3,11.666666666666666,6,11.166666666666666,Yes,Yes,19,No,122.9,1st phase - general contingent,No,125.0,Enrolled
3,11.333333333333334,4,11.75,Yes,No,20,No,118.7,1st phase - general contingent,No,125.0,Enrolled
0,0.0,3,11.75,Yes,No,35,No,100.0,Over 23 years old,Yes,133.1,Dropout
1,11.0,1,10.0,Yes,No,20,No,135.9,1st phase - special contingent (Madeira Island),Yes,131.0,Dropout
5,12.8,3,14.0,Yes,No,21,No,138.4,1st phase - general contingent,No,133.1,Graduate
0,0.0,0,0.0,No,No,27,Yes,128.2,Over 23 years old,No,133.1,Dropout
0,0.0,3,12.0,No,No,26,No,107.4,Change of course,Yes,114.0,Dropout
0,0.0,0,0.0,No,No,20,No,129.8,2nd phase - general contingent,No,127.0,Dropout
5,11.6,8,11.88888888888889,No,No,28,Yes,100.0,Over 23 years old,No,130.0,Dropout
6,13.666666666666666,6,13.833333333333334,Yes,No,19,No,113.0,1st phase - general contingent,Yes,121.0,Graduate
0,0.0,0,0.0,No,No,47,No,107.0,Change of course,No,120.0,Dropout
5,12.4,5,11.4,No,No,55,No,130.0,Over 23 years old,No,120.0,Dropout
2,11.0,0,0.0,Yes,No,39,No,120.0,Change of course,Yes,120.0,Dropout
12,10.666666666666666,14,10.642857142857142,Yes,No,35,Yes,120.5,1st phase - general contingent,Yes,120.0,Dropout
0,0.0,2,11.0,No,No,32,No,120.5,Over 23 years old,No,133.1,Dropout
6,16.666666666666668,6,16.833333333333332,Yes,No,20,No,137.0,1st phase - general contingent,Yes,124.0,Graduate
5,13.2,6,13.571428571428571,Yes,No,36,No,115.0,Over 23 years old,No,150.0,Graduate
5,14.375,5,14.714285714285714,Yes,Yes,34,Yes,142.7,Over 23 years old,No,133.1,Graduate
0,0.0,0,0.0,Yes,No,21,No,116.7,1st phase - general contingent,Yes,116.0,Dropout
1,11.0,1,10.0,Yes,Yes,42,No,136.1,Change of course,No,133.1,Dropout
4,11.75,1,11.0,Yes,No,25,No,134.3,Over 23 years old,No,133.1,Dropout
0,0.0,1,11.0,Yes,Yes,18,No,153.0,3rd phase - general contingent,Yes,167.0,Dropout
6,12.833333333333334,5,12.0,Yes,Yes,18,No,132.0,1st phase - general contingent,No,140.0,Graduate
6,11.857142857142858,6,11.125,Yes,No,19,No,129.6,1st phase - general contingent,Yes,124.0,Graduate
2,11.5,3,11.333333333333334,No,No,34,Yes,105.0,Change of course,No,110.0,Dropout
0,0.0,2,12.0,Yes,No,20,No,130.8,2nd phase - general contingent,No,150.0,Dropout
0,0.0,0,0.0,Yes,No,20,No,119.7,1st phase - general contingent,No,123.0,Dropout
7,14.54,7,14.54,Yes,No,21,No,132.5,2nd phase - general contingent,No,152.0,Graduate
4,13.0,6,12.166666666666666,Yes,No,19,No,130.0,Technological specialization diploma holders,Yes,130.0,Graduate
3,11.666666666666666,4,13.5,No,No,31,Yes,120.0,Over 23 years old,No,133.1,Dropout
5,14.333333333333334,6,14.75,Yes,No,21,No,150.0,2nd phase - general contingent,No,133.1,Graduate
5,11.666666666666666,5,12.375,Yes,Yes,20,No,115.6,1st phase - general contingent,No,124.0,Graduate
6,12.733333333333334,6,12.733333333333334,Yes,No,22,No,119.1,Change of course,No,119.1,Graduate
0,0.0,4,12.5,No,No,19,No,123.5,1st phase - general contingent,Yes,128.0,Dropout
0,0.0,0,0.0,No,No,41,Yes,120.0,Over 23 years old,Yes,133.1,Dropout
0,0.0,0,0.0,Yes,No,27,No,110.0,Change of course,Yes,133.1,Dropout
7,13.771428571428572,7,13.44285714285714,Yes,No,19,No,131.4,2nd phase - general contingent,No,145.0,Dropout
8,14.2,8,14.2,Yes,Yes,20,No,126.8,3rd phase - general contingent,Yes,141.0,Graduate
6,13.55,6,13.55,Yes,Yes,19,No,118.9,Change of course,Yes,118.9,Graduate
5,11.166666666666666,5,11.6,Yes,No,35,No,160.0,Over 23 years old,No,160.0,Graduate
6,15.285714285714286,6,13.571428571428571,Yes,No,22,No,115.9,2nd phase - general contingent,Yes,111.0,Graduate
6,15.0,6,13.833333333333334,Yes,Yes,20,No,109.3,1st phase - general contingent,Yes,111.0,Graduate
4,10.857142857142858,4,11.25,No,No,18,Yes,113.9,1st phase - general contingent,Yes,123.0,Dropout
4,11.25,5,10.2,Yes,Yes,18,No,121.8,1st phase - general contingent,Yes,133.0,Graduate
7,15.675714285714283,7,15.675714285714283,Yes,No,30,No,140.0,Holders of other higher courses,No,140.0,Graduate
6,12.0,6,10.833333333333334,Yes,Yes,18,Yes,114.7,3rd phase - general contingent,No,122.0,Graduate
5,15.0,6,14.5,Yes,Yes,20,No,120.0,1st phase - general contingent,Yes,128.0,Enrolled
4,10.75,4,10.4,Yes,Yes,19,No,107.3,1st phase - general contingent,No,108.0,Enrolled
5,13.333333333333334,5,13.0,Yes,No,19,No,136.2,2nd phase - general contingent,No,139.0,Graduate
8,14.125,7,12.242857142857144,Yes,Yes,21,No,119.5,1st phase - general contingent,Yes,130.0,Graduate
6,12.5,7,13.0,Yes,No,21,Yes,106.0,3rd phase - general contingent,Yes,133.1,Enrolled
6,13.428571428571429,6,14.166666666666666,Yes,No,18,No,124.1,1st phase - general contingent,Yes,130.0,Enrolled
4,12.5,4,14.25,Yes,Yes,18,No,133.2,1st phase - general contingent,Yes,143.0,Graduate
2,10.5,1,12.0,No,No,35,No,110.0,Over 23 years old,No,110.0,Dropout
5,13.82,4,13.25,Yes,No,21,No,114.8,1st phase - general contingent,Yes,120.0,Enrolled
6,13.183333333333332,6,13.183333333333332,Yes,Yes,18,No,130.0,1st phase - general contingent,Yes,140.0,Graduate
0,0.0,1,11.0,Yes,No,22,No,122.6,2nd phase - general contingent,Yes,125.0,Enrolled
8,12.65125,7,11.9725,Yes,Yes,20,No,133.5,2nd phase - general contingent,Yes,134.0,Graduate
5,12.8,5,12.4,Yes,No,34,No,120.0,Over 23 years old,Yes,130.0,Graduate
5,11.25,5,12.6,Yes,No,33,No,120.0,Holders of other higher courses,No,120.0,Enrolled
6,13.9,6,13.9,Yes,Yes,22,No,137.3,1st phase - general contingent,Yes,142.0,Graduate
3,11.0,4,11.5,Yes,Yes,20,No,123.5,2nd phase - general contingent,Yes,127.0,Enrolled
4,11.857142857142858,4,14.2,Yes,No,35,No,131.8,Over 23 years old,No,140.0,Enrolled
3,10.666666666666666,3,10.666666666666666,No,No,39,No,130.0,Over 23 years old,Yes,140.0,Dropout
0,0.0,0,0.0,No,No,19,No,128.0,3rd phase - general contingent,Yes,142.0,Dropout
3,11.333333333333334,6,11.0,Yes,Yes,36,No,95.0,Over 23 years old,No,120.0,Graduate
7,13.957142857142856,7,13.957142857142856,Yes,Yes,21,No,116.0,1st phase - general contingent,Yes,124.0,Graduate
3,13.666666666666666,4,12.5,Yes,No,22,No,136.7,1st phase - general contingent,Yes,157.0,Enrolled
6,15.285714285714286,6,13.333333333333334,Yes,Yes,42,Yes,107.5,Over 23 years old,No,126.6,Graduate
0,0.0,0,0.0,Yes,No,34,No,108.4,Over 23 years old,Yes,110.0,Dropout
5,11.6,6,11.666666666666666,Yes,No,20,No,130.7,2nd phase - general contingent,Yes,144.0,Enrolled
6,15.5,6,15.714285714285714,Yes,No,33,No,155.9,Technological specialization diploma holders,No,160.0,Graduate
5,11.4,5,11.0,Yes,No,20,No,106.1,1st phase - general contingent,Yes,105.0,Graduate
4,12.75,4,12.25,Yes,No,19,Yes,128.6,1st phase - general contingent,Yes,130.0,Graduate
8,12.22222222222222,5,12.2,Yes,No,34,Yes,140.0,Change of course,No,140.0,Dropout
5,14.0,5,13.0,Yes,No,18,No,145.0,1st phase - general contingent,Yes,138.0,Graduate
6,13.0,4,12.0,Yes,Yes,24,No,113.0,2nd phase - general contingent,No,120.0,Graduate
6,12.333333333333334,6,13.333333333333334,Yes,No,18,No,137.1,1st phase - general contingent,Yes,135.0,Graduate
3,13.0,3,13.0,Yes,No,20,No,119.7,1st phase - general contingent,Yes,119.0,Enrolled
7,12.91,7,12.91,Yes,No,21,No,120.5,2nd phase - general contingent,Yes,121.0,Graduate
3,11.0,6,11.0,Yes,Yes,19,No,125.7,1st phase - general contingent,Yes,126.0,Graduate
8,12.93625,6,13.579999999999998,Yes,Yes,19,No,125.5,2nd phase - general contingent,No,132.0,Graduate
6,12.5,4,12.4,Yes,Yes,18,No,124.5,1st phase - general contingent,Yes,128.0,Graduate
7,13.0,8,12.88888888888889,Yes,Yes,38,No,126.0,Over 23 years old,No,160.0,Graduate
9,11.7,11,11.545454545454543,Yes,No,21,Yes,136.2,1st phase - general contingent,Yes,125.0,Enrolled
0,0.0,1,10.0,Yes,No,23,No,124.2,Change of course,Yes,127.0,Enrolled
8,14.34125,8,14.34125,Yes,No,19,No,138.5,2nd phase - general contingent,Yes,147.0,Graduate
5,12.0,6,14.142857142857142,No,No,18,Yes,122.3,1st phase - general contingent,Yes,130.0,Dropout
0,0.0,0,0.0,Yes,Yes,18,No,126.0,1st phase - general contingent,Yes,134.0,Graduate
4,11.25,5,11.8,Yes,No,24,No,135.4,Over 23 years old,Yes,140.0,Enrolled
6,14.166666666666666,6,13.333333333333334,Yes,Yes,18,No,146.5,1st phase - general contingent,No,151.0,Graduate
6,12.857142857142858,6,14.5,Yes,No,18,No,121.9,1st phase - general contingent,Yes,132.0,Graduate
10,13.4,8,12.666666666666666,Yes,No,26,No,130.0,Holders of other higher courses,No,130.0,Graduate
2,10.0,1,10.0,Yes,No,19,Yes,115.2,1st phase - general contingent,No,126.0,Enrolled
0,0.0,0,0.0,Yes,Yes,19,No,115.2,3rd phase - general contingent,Yes,119.0,Dropout
4,12.5,4,11.0,Yes,No,19,No,125.1,1st phase - general contingent,No,123.0,Enrolled
4,11.0,2,12.0,Yes,No,20,Yes,108.0,1st phase - general contingent,Yes,106.0,Dropout
2,13.5,4,10.0,Yes,No,22,No,125.9,1st phase - general contingent,Yes,121.0,Enrolled
8,15.127777777777778,7,14.20857142857143,Yes,No,19,No,128.0,1st phase - general contingent,Yes,138.0,Graduate
8,15.0125,7,14.30714285714286,Yes,No,20,No,113.5,1st phase - general contingent,Yes,118.0,Graduate
4,13.375,3,11.0,Yes,No,36,No,124.6,Over 23 years old,No,120.0,Enrolled
0,0.0,0,0.0,Yes,No,29,No,116.0,Over 23 years old,Yes,133.1,Dropout
4,11.0,6,12.0,Yes,No,19,No,124.9,2nd phase - general contingent,Yes,141.0,Graduate
0,0.0,0,0.0,No,No,24,Yes,140.5,Over 23 years old,No,180.0,Dropout
0,0.0,0,0.0,No,No,27,Yes,179.6,Over 23 years old,No,180.0,Dropout
6,14.285714285714286,6,13.857142857142858,Yes,Yes,18,No,116.1,2nd phase - general contingent,Yes,115.0,Graduate
0,0.0,0,0.0,Yes,Yes,18,No,139.4,2nd phase - general contingent,Yes,142.0,Graduate
0,0.0,0,0.0,Yes,No,21,No,129.0,2nd phase - general contingent,Yes,135.0,Dropout
5,13.0,5,11.0,Yes,Yes,43,No,135.6,Over 23 years old,No,150.0,Graduate
5,14.4,5,13.2,Yes,Yes,18,No,147.8,Change of course,No,153.0,Graduate
3,15.333333333333334,6,13.5,Yes,Yes,21,No,138.0,3rd phase - general contingent,Yes,153.0,Dropout
0,0.0,0,0.0,Yes,No,26,No,150.0,Holders of other higher courses,No,150.0,Dropout
7,14.214285714285714,7,14.214285714285714,Yes,Yes,19,No,130.8,1st phase - general contingent,Yes,144.0,Graduate
5,12.4,5,13.0,Yes,No,18,No,122.6,1st phase - general contingent,No,130.0,Graduate
1,10.0,2,12.0,Yes,No,22,No,119.1,1st phase - general contingent,Yes,125.0,Dropout
0,0.0,0,0.0,Yes,No,27,No,111.8,Over 23 years old,Yes,133.1,Dropout
5,12.6,5,12.8,Yes,No,18,No,125.0,1st phase - general contingent,Yes,133.0,Graduate
4,12.2,4,13.6,Yes,No,19,No,129.9,2nd phase - general contingent,No,140.0,Graduate
8,15.75,7,13.971428571428572,Yes,No,18,No,131.1,2nd phase - general contingent,Yes,133.0,Graduate
6,14.857142857142858,6,15.0,Yes,Yes,19,No,141.4,1st phase - general contingent,No,154.0,Graduate
0,0.0,0,0.0,No,No,32,No,120.0,Over 23 years old,No,133.1,Dropout
17,15.023529411764704,26,15.07777777777778,Yes,No,23,No,133.4,Transfer,Yes,168.0,Graduate
6,13.383333333333333,6,13.383333333333333,Yes,No,20,No,127.3,2nd phase - general contingent,Yes,132.0,Graduate
10,13.090909090909092,12,13.25,Yes,No,20,Yes,131.8,1st phase - general contingent,Yes,133.1,Graduate
2,10.666666666666666,5,11.714285714285714,No,No,19,Yes,114.8,2nd phase - general contingent,Yes,120.0,Dropout
8,13.01125,8,13.01125,Yes,Yes,18,No,132.8,1st phase - general contingent,Yes,150.0,Graduate
4,12.0,3,10.666666666666666,Yes,No,21,No,140.0,Technological specialization diploma holders,No,140.0,Dropout
0,0.0,0,0.0,Yes,Yes,20,No,108.3,1st phase - general contingent,No,103.0,Enrolled
3,12.666666666666666,6,13.0,Yes,No,22,No,150.0,Technological specialization diploma holders,Yes,150.0,Graduate
5,11.4,5,12.0,Yes,No,26,No,160.0,Technological specialization diploma holders,No,160.0,Graduate
5,13.8,6,12.166666666666666,Yes,No,20,No,131.7,1st phase - general contingent,Yes,131.0,Graduate
7,13.65,6,11.85,Yes,No,19,No,112.6,1st phase - general contingent,Yes,114.0,Graduate
5,11.2,4,11.0,Yes,No,31,No,111.1,Over 23 years old,No,120.0,Graduate
8,11.736,7,12.327777777777778,Yes,Yes,20,Yes,127.5,Change of course,Yes,140.0,Graduate
5,13.428571428571429,4,12.0,Yes,No,20,No,120.2,Change of course,Yes,130.0,Graduate
8,14.511111111111113,7,14.428571428571429,Yes,No,21,No,118.9,2nd phase - general contingent,Yes,121.0,Graduate
8,12.6125,7,13.78,Yes,No,18,No,119.9,1st phase - general contingent,Yes,130.0,Graduate
6,13.8,6,13.8,Yes,Yes,19,No,127.3,2nd phase - general contingent,Yes,141.0,Graduate
7,15.142857142857142,7,14.857142857142858,Yes,Yes,18,No,127.9,1st phase - general contingent,Yes,131.0,Graduate
5,12.6,5,13.0,Yes,No,40,No,133.0,Over 23 years old,No,133.1,Enrolled
6,13.333333333333334,6,12.142857142857142,Yes,Yes,18,No,114.6,2nd phase - general contingent,No,117.0,Graduate
6,14.833333333333334,6,15.666666666666666,Yes,No,18,No,144.5,1st phase - general contingent,Yes,151.0,Graduate
7,12.166666666666666,5,12.5,Yes,No,19,No,125.4,2nd phase - general contingent,Yes,131.0,Graduate
6,13.166666666666666,6,12.833333333333334,Yes,Yes,19,No,145.0,2nd phase - general contingent,No,145.0,Graduate
0,0.0,0,0.0,No,No,28,Yes,138.1,Over 23 years old,No,135.0,Dropout
6,12.666666666666666,6,12.5,Yes,No,20,No,124.6,2nd phase - general contingent,Yes,119.0,Graduate
5,13.0,4,11.25,Yes,No,18,No,130.8,1st phase - general contingent,Yes,122.0,Graduate
6,15.25,6,15.25,Yes,No,18,No,140.5,1st phase - general contingent,Yes,155.0,Graduate
3,12.0,5,14.0,Yes,Yes,20,No,124.1,1st phase - general contingent,Yes,123.0,Graduate
11,12.090909090909092,13,12.076923076923077,Yes,No,28,Yes,118.4,Change of course,No,130.0,Graduate
9,14.88888888888889,16,14.625,Yes,No,23,No,128.2,International student (bachelor),No,133.1,Graduate
2,10.5,4,10.5,Yes,No,19,No,109.5,1st phase - general contingent,Yes,114.0,Dropout
6,12.166666666666666,6,12.833333333333334,Yes,Yes,18,No,131.1,2nd phase - general contingent,Yes,137.0,Graduate
5,11.8,6,12.5,No,Yes,20,Yes,137.9,1st phase - general contingent,No,161.0,Graduate
9,12.77777777777778,12,11.23076923076923,Yes,No,20,No,128.2,1st phase - general contingent,Yes,133.1,Graduate
0,0.0,2,10.5,Yes,No,27,No,126.5,Over 23 years old,No,133.1,Dropout
2,12.0,3,12.0,Yes,No,18,No,120.0,1st phase - general contingent,Yes,128.0,Dropout
8,12.3,7,10.985714285714286,Yes,Yes,37,No,123.0,Over 23 years old,No,133.1,Graduate
3,14.166666666666666,5,12.62,No,No,42,No,130.0,Holders of other higher courses,No,130.0,Dropout
8,14.2125,6,13.0,Yes,No,20,No,141.1,2nd phase - general contingent,Yes,147.0,Dropout
0,0.0,0,0.0,No,No,34,No,140.0,Over 23 years old,No,140.0,Dropout
0,0.0,0,0.0,Yes,No,22,No,133.6,Transfer,Yes,140.0,Dropout
6,13.333333333333334,6,13.5,Yes,No,39,No,123.5,Over 23 years old,No,133.1,Graduate
6,13.516666666666666,6,13.516666666666666,Yes,Yes,18,No,136.3,1st phase - general contingent,Yes,141.0,Graduate
6,13.285714285714286,6,13.166666666666666,Yes,Yes,21,No,123.5,1st phase - general contingent,Yes,128.0,Graduate
0,0.0,0,0.0,Yes,No,34,No,112.0,Over 23 years old,No,150.0,Dropout
6,13.0,6,13.125,Yes,Yes,22,No,160.0,Technological specialization diploma holders,No,160.0,Graduate
0,0.0,3,14.4,Yes,No,31,No,110.0,Over 23 years old,No,133.1,Dropout
0,0.0,4,12.0,No,No,19,No,116.8,3rd phase - general contingent,Yes,128.0,Dropout
0,0.0,0,0.0,Yes,No,19,No,109.5,2nd phase - general contingent,No,114.0,Dropout
0,0.0,0,0.0,Yes,No,31,No,100.0,Over 23 years old,No,133.1,Dropout
3,10.5,3,10.8,Yes,No,19,No,117.3,1st phase - special contingent (Azores Island),Yes,126.0,Enrolled
0,0.0,0,0.0,Yes,No,30,No,130.0,Over 23 years old,No,133.1,Dropout
8,15.52222222222222,7,16.13142857142857,Yes,Yes,20,No,137.8,Change of institution/course,Yes,129.0,Graduate
8,14.8,7,14.838571428571427,Yes,Yes,18,No,136.5,2nd phase - general contingent,Yes,140.0,Graduate
3,12.0,3,10.333333333333334,Yes,No,31,No,138.7,Over 23 years old,No,133.1,Dropout
4,11.25,3,12.0,Yes,No,19,No,124.9,2nd phase - general contingent,Yes,134.0,Dropout
0,0.0,0,0.0,Yes,Yes,43,No,140.0,Over 23 years old,No,133.1,Dropout
6,14.0,6,13.166666666666666,Yes,Yes,20,No,122.6,2nd phase - general contingent,Yes,132.0,Graduate
8,13.9475,8,13.9475,Yes,Yes,19,No,129.5,1st phase - general contingent,Yes,131.0,Graduate
0,0.0,3,11.333333333333334,Yes,No,22,No,155.0,1st phase - general contingent,No,133.1,Dropout
7,12.285714285714286,7,12.75,Yes,No,26,No,100.0,1st phase - general contingent,No,133.1,Graduate
5,11.25,5,12.6,Yes,Yes,19,No,137.6,3rd phase - general contingent,Yes,160.0,Graduate
6,12.25,6,12.25,Yes,No,29,No,120.0,Holders of other higher courses,Yes,120.0,Dropout
2,11.666666666666666,0,0.0,Yes,No,20,No,114.0,International student (bachelor),No,114.0,Enrolled
5,11.4,5,11.0,Yes,Yes,38,No,139.0,1st phase - general contingent,No,140.0,Enrolled
9,12.7,12,11.833333333333334,Yes,No,41,No,110.0,Over 23 years old,No,100.0,Graduate
6,13.066666666666668,6,13.066666666666668,Yes,No,19,No,128.5,1st phase - general contingent,Yes,139.0,Dropout
6,13.875,6,13.833333333333334,Yes,No,19,Yes,132.2,1st phase - general contingent,No,136.0,Graduate
0,0.0,3,13.833333333333334,Yes,No,43,No,130.0,Holders of other higher courses,No,130.0,Dropout
5,13.2,5,11.8,Yes,No,19,No,129.3,2nd phase - general contingent,Yes,145.0,Graduate
10,12.818181818181818,12,13.333333333333334,Yes,Yes,19,No,128.2,1st phase - general contingent,Yes,133.1,Enrolled
8,13.74625,8,13.74625,Yes,No,18,No,130.3,1st phase - general contingent,Yes,146.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,162.5,1st phase - general contingent,Yes,159.0,Dropout
0,0.0,0,0.0,Yes,No,38,No,130.0,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,Yes,No,37,No,110.0,Holders of other higher courses,Yes,110.0,Dropout
5,14.5,6,13.333333333333334,Yes,Yes,26,No,142.3,Over 23 years old,Yes,120.0,Graduate
5,11.4,1,10.0,Yes,Yes,21,No,122.0,2nd phase - general contingent,Yes,130.0,Enrolled
6,15.285714285714286,6,15.666666666666666,Yes,Yes,18,No,153.6,1st phase - general contingent,Yes,158.0,Graduate
7,11.857142857142858,7,11.857142857142858,Yes,No,18,No,112.9,1st phase - general contingent,No,122.0,Graduate
5,13.6,5,14.5,Yes,No,18,No,124.1,1st phase - general contingent,No,140.0,Graduate
6,13.714285714285714,6,12.166666666666666,Yes,No,19,No,129.7,2nd phase - general contingent,No,136.0,Graduate
6,12.0,5,12.6,Yes,No,18,No,110.0,1st phase - general contingent,Yes,111.0,Graduate
7,12.285714285714286,7,12.285714285714286,Yes,No,18,No,136.3,2nd phase - general contingent,Yes,145.0,Enrolled
